"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/36591",257457,"","GEM/2018/B/36591","Multifunction Machines",1,"Department of Defence","2018-06-28","2018-07-07","https://bidplus.gem.gov.in/showbidDocument/257457","Financial Evaluated"
"GEM/2018/B/36619",257674,"","GEM/2018/B/36619","Computer Paper",530,"NA","2018-06-27","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/257674","Financial Evaluated"
"GEM/2018/B/36646",257877,"","GEM/2018/B/36646","Printer or photo Copier Paper",2450,"NA","2018-06-27","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/257877","Financial Evaluated"
"GEM/2018/B/36657",257954,"","GEM/2018/B/36657","Printer",5,"Department of Defence","2018-06-28","2018-07-07","https://bidplus.gem.gov.in/showbidDocument/257954","Financial Evaluated"
"GEM/2018/B/3670",25799,"","GEM/2018/B/3670","COMPUTED RADIOGRAPHY SYSTEM",1,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/25799","Financial Evaluated"
"GEM/2018/B/36727",258451,"","GEM/2018/B/36727","Notebook Computers-laptop",2,"Home Department Bihar","2018-06-27","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/258451","Financial Evaluated"
"GEM/2018/B/36740",258542,"","GEM/2018/B/36740","Layer-3 Distribution Switch",3,"Department of Defence","2018-07-06","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/258542","Financial Evaluated"
"GEM/2018/B/36793",258927,"","GEM/2018/B/36793","Desktops",2,"Home Department Bihar","2018-06-27","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/258927","Financial Evaluated"
"GEM/2018/B/36812",259067,"","GEM/2018/B/36812","Diaries-printed-plain- register-",16028,"NA","2018-06-27","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/259067","Financial Evaluated"
"GEM/2018/B/36833",259214,"","GEM/2018/B/36833","Desktops",6,"Department of Defence","2018-06-28","2018-07-07","https://bidplus.gem.gov.in/showbidDocument/259214","Financial Evaluated"
"GEM/2018/B/36883",259571,"","GEM/2018/B/36883","Host Bus Adapter",20,"Department of Defence","2018-06-27","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/259571","Financial Evaluated"
"GEM/2018/B/36892",259634,"","GEM/2018/B/36892","automotive vehicles pneumatic tyres",6,"Department of Defence","2018-06-27","2018-07-12","https://bidplus.gem.gov.in/showbidDocument/259634","Financial Evaluated"
"GEM/2018/B/36895",259655,"","GEM/2018/B/36895","Small form-factor pluggable transceiver",6,"Department of Defence","2018-07-06","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/259655","Financial Evaluated"
"GEM/2018/B/3692",25953,"","GEM/2018/B/3692","Gum (Paper Adhesives, Liquid Gum and Office Paste Type)",20,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/25953","Financial Evaluated"
"GEM/2018/B/37059",260810,"","GEM/2018/B/37059","Multifunction Machines",3,"Department of Defence Research & Development","2018-06-27","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/260810","Financial Evaluated"
"GEM/2018/B/37072",260901,"","GEM/2018/B/37072","roofing fabrics  pbs roll",1000,"Ministry of Defence","2018-06-27","2018-07-10","https://bidplus.gem.gov.in/showbidDocument/260901","Financial Evaluated"
"GEM/2018/B/3708",26065,"","GEM/2018/B/3708","toilet cleaners liquid",20,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26065","Financial Evaluated"
"GEM/2018/B/37092",261041,"","GEM/2018/B/37092","All in one",2,"Ministry of Finance","2018-06-27","2018-07-12","https://bidplus.gem.gov.in/showbidDocument/261041","Financial Evaluated"
"GEM/2018/B/37104",261125,"","GEM/2018/B/37104","OEM Cartridge/ Consumable",5000,"Revenue and Forest Department Maharashtra","2018-06-30","2018-07-10","https://bidplus.gem.gov.in/showbidDocument/261125","Financial Evaluated"
"GEM/2018/B/3714",26107,"","GEM/2018/B/3714","glass or window cleaners",15,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26107","Financial Evaluated"
"GEM/2018/B/3715",26114,"","GEM/2018/B/3715","Marking Pen- permanent, highlighter",15,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26114","Financial Evaluated"
"GEM/2018/B/37165",261559,"","GEM/2018/B/37165","diesel generators- DG Sets",5,"Central Armed Police Forces","2018-06-27","2018-07-05","https://bidplus.gem.gov.in/showbidDocument/261559","Financial Evaluated"
"GEM/2018/B/37188",261720,"","GEM/2018/B/37188","Television",6,"NA","2018-06-27","2018-06-30","https://bidplus.gem.gov.in/showbidDocument/261720","Financial Evaluated"
"GEM/2018/B/37199",261797,"","GEM/2018/B/37199","Human Resource Outsourcing Service",3,"Higher Education Department Delhi","2018-06-27","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/261797","Financial Evaluated"
"GEM/2018/B/372",2703,"","GEM/2018/B/372","Multifunction Machines",7,"NA","2018-04-17","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/2703","Financial Evaluated"
"GEM/2018/B/3720",26149,"","GEM/2018/B/3720","Multifunction Machines",21,"Local Government Department Punjab","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26149","Financial Evaluated"
"GEM/2018/B/37231",262021,"","GEM/2018/B/37231","Human Resource Outsourcing Service,Human Resource Outsourcing Service,Human Resource Outsourcing Ser",33,"Secondary Education Department Uttar Pradesh","2018-06-27","2018-07-16","https://bidplus.gem.gov.in/showbidDocument/262021","Financial Evaluated"
"GEM/2018/B/37250",262154,"","GEM/2018/B/37250","pedestal fan",6,"NA","2018-06-27","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/262154","Financial Evaluated"
"GEM/2018/B/37279",262371,"","GEM/2018/B/37279","TABLE FAN / WALL MOUNT FAN / CEILING MOUNT FAN",2,"NA","2018-06-27","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/262371","Financial Evaluated"
"GEM/2018/B/37345",262833,"","GEM/2018/B/37345","Desktops",774,"Ministry of Coal","2018-06-27","2018-07-18","https://bidplus.gem.gov.in/showbidDocument/262833","Financial Evaluated"
"GEM/2018/B/37352",262882,"","GEM/2018/B/37352","vortex mixers",1,"RAJASTHAN","2018-06-27","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/262882","Financial Evaluated"
"GEM/2018/B/3739",26282,"","GEM/2018/B/3739","folder binding accessories- dak pad ,file board- flap",10,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26282","Financial Evaluated"
"GEM/2018/B/37402",263232,"","GEM/2018/B/37402","scanners",20,"Planning Department Maharashtra","2018-06-28","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/263232","Financial Evaluated"
"GEM/2018/B/3742",26303,"","GEM/2018/B/3742","Human Resource Service",25,"Department of Biotechnology (DBT) Government of India","2018-04-24","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/26303","Financial Evaluated"
"GEM/2018/B/3746",26331,"","GEM/2018/B/3746","air freshner",10,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26331","Financial Evaluated"
"GEM/2018/B/3751",26366,"","GEM/2018/B/3751","Multifunction Machines",1,"NA","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26366","Financial Evaluated"
"GEM/2018/B/37523",264100,"","GEM/2018/B/37523","All in one",2,"Department of Higher Education","2018-06-28","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/264100","Financial Evaluated"
"GEM/2018/B/37531",264156,"","GEM/2018/B/37531","operating system software",3,"Ministry of Shipping","2018-06-28","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/264156","Financial Evaluated"
"GEM/2018/B/37549",264282,"","GEM/2018/B/37549","Multifunction Machines",2,"Department of Defence","2018-06-28","2018-07-10","https://bidplus.gem.gov.in/showbidDocument/264282","Financial Evaluated"
"GEM/2018/B/3755",26394,"","GEM/2018/B/3755","Notebook Computers-laptop",1,"Ministry of Skill Development and Entrepreneurship","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26394","Financial Evaluated"
"GEM/2018/B/3756",26401,"","GEM/2018/B/3756","read only compact disc cd",50,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26401","Financial Evaluated"
"GEM/2018/B/37572",264443,"","GEM/2018/B/37572","Printer",1,"NA","2018-06-28","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/264443","Financial Evaluated"
"GEM/2018/B/3758",26415,"","GEM/2018/B/3758","read write compact disc cd",50,"Department of Defence","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26415","Financial Evaluated"
"GEM/2018/B/37601",264646,"","GEM/2018/B/37601","steel  body evaporative coolers-desert cooler",20,"Central Armed Police Forces","2018-06-28","2018-07-03","https://bidplus.gem.gov.in/showbidDocument/264646","Financial Evaluated"
"GEM/2018/B/37654",265024,"","GEM/2018/B/37654","Printer",28,"NA","2018-06-28","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/265024","Financial Evaluated"
"GEM/2018/B/3768",26485,"","GEM/2018/B/3768","patient care beds for general use",6,"Medical Education Department Uttar Pradesh","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26485","Financial Evaluated"
"GEM/2018/B/37726",265535,"","GEM/2018/B/37726","Firewall",1,"Police Department Nagaland","2018-06-28","2018-07-05","https://bidplus.gem.gov.in/showbidDocument/265535","Financial Evaluated"
"GEM/2018/B/37727",265542,"","GEM/2018/B/37727"," chairs-office",15,"NA","2018-06-28","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/265542","Financial Evaluated"
"GEM/2018/B/37733",265584,"","GEM/2018/B/37733","Multifunction Machines",1,"Department of Defence","2018-06-28","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/265584","Financial Evaluated"
"GEM/2018/B/37740",265640,"","GEM/2018/B/37740","classroom chairs",150,"College Education Department Rajasthan","2018-06-28","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/265640","Financial Evaluated"
"GEM/2018/B/3777",26548,"","GEM/2018/B/3777","Tablet Based Biometric Attendance System",25,"NA","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26548","Financial Evaluated"
"GEM/2018/B/3779",26562,"","GEM/2018/B/3779","Plotter Printers ",1,"NA","2018-04-24","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/26562","Financial Evaluated"
"GEM/2018/B/37796",266032,"","GEM/2018/B/37796","Drinking Water Cooler",2,"NA","2018-06-28","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/266032","Financial Evaluated"
"GEM/2018/B/37803",266081,"","GEM/2018/B/37803","Drinking Water Cooler",1,"NA","2018-06-28","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/266081","Financial Evaluated"
"GEM/2018/B/37820",266200,"","GEM/2018/B/37820","Class Room Desking and Seating",150,"School Education and Sports Department Maharashtra","2018-07-13","2018-07-21","https://bidplus.gem.gov.in/showbidDocument/266200","Financial Evaluated"
"GEM/2018/B/37869",266571,"","GEM/2018/B/37869","rubberised fabrics and ground sheet-JSS standard-MK XII ",28000,"Central Armed Police Forces","2018-06-29","2018-07-12","https://bidplus.gem.gov.in/showbidDocument/266571","Financial Evaluated"
"GEM/2018/B/37891",266725,"","GEM/2018/B/37891","Desktops",17,"Department of Commerce","2018-06-29","2018-07-19","https://bidplus.gem.gov.in/showbidDocument/266725","Financial Evaluated"
"GEM/2018/B/3791",26646,"","GEM/2018/B/3791","Multimedia Projectors",1,"Ministry of Skill Development and Entrepreneurship","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26646","Financial Evaluated"
"GEM/2018/B/37915",266893,"","GEM/2018/B/37915","Desktops",1,"Department of Defence","2018-06-28","2018-07-15","https://bidplus.gem.gov.in/showbidDocument/266893","Financial Evaluated"
"GEM/2018/B/37930",266998,"","GEM/2018/B/37930","Televisions",6,"Comptroller and Auditor General (CAG) of India","2018-07-03","2018-07-12","https://bidplus.gem.gov.in/showbidDocument/266998","Financial Evaluated"
"GEM/2018/B/37932",267012,"","GEM/2018/B/37932","Line Intractive UPS with AVR",13,"Department of Defence","2018-07-06","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/267012","Financial Evaluated"
"GEM/2018/B/37941",267075,"","GEM/2018/B/37941","labels   stickers",3120,"Department of Posts","2018-06-28","2018-07-11","https://bidplus.gem.gov.in/showbidDocument/267075","Financial Evaluated"
"GEM/2018/B/37960",267208,"","GEM/2018/B/37960","Notebook Computers-laptop",4,"Higher and Technical Education Department Maharashtra","2018-06-28","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/267208","Financial Evaluated"
"GEM/2018/B/38014",267600,"","GEM/2018/B/38014","All in one",7,"Department of Defence","2018-06-28","2018-07-10","https://bidplus.gem.gov.in/showbidDocument/267600","Financial Evaluated"
"GEM/2018/B/38019",267642,"","GEM/2018/B/38019","Printer",7,"Department of Defence","2018-06-28","2018-07-10","https://bidplus.gem.gov.in/showbidDocument/267642","Financial Evaluated"
"GEM/2018/B/38026",267691,"","GEM/2018/B/38026","office suite software - MS Office etc",13,"Department of Defence","2018-06-28","2018-07-01","https://bidplus.gem.gov.in/showbidDocument/267691","Financial Evaluated"
"GEM/2018/B/38095",268195,"","GEM/2018/B/38095","power cable for direct burial xlpe ugac cable",25160,"NA","2018-06-29","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/268195","Financial Evaluated"
"GEM/2018/B/38140",268517,"","GEM/2018/B/38140","Printer or photo Copier Paper",500,"NA","2018-06-29","2018-07-16","https://bidplus.gem.gov.in/showbidDocument/268517","Financial Evaluated"
"GEM/2018/B/38191",268874,"","GEM/2018/B/38191","Tape Drive",80,"Department of Defence","2018-06-29","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/268874","Financial Evaluated"
"GEM/2018/B/3822",26863,"","GEM/2018/B/3822","Layer 2 Access Switch,Router",4,"NA","2018-04-24","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/26863","Financial Evaluated"
"GEM/2018/B/38244",269252,"","GEM/2018/B/38244","Desktops",60,"Department of Commerce","2018-06-29","2018-07-19","https://bidplus.gem.gov.in/showbidDocument/269252","Financial Evaluated"
"GEM/2018/B/38272",269448,"","GEM/2018/B/38272","Line Intractive UPS with AVR",80,"NA","2018-06-29","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/269448","Financial Evaluated"
"GEM/2018/B/38288",269560,"","GEM/2018/B/38288","Multifunction Machines",2,"Department of Higher Education","2018-06-29","2018-07-16","https://bidplus.gem.gov.in/showbidDocument/269560","Financial Evaluated"
"GEM/2018/B/38299",269637,"","GEM/2018/B/38299","Notebook Computers-laptop",1,"Ministry of Shipping","2018-06-29","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/269637","Financial Evaluated"
"GEM/2018/B/38316",269763,"","GEM/2018/B/38316","Computer Paper",296,"NA","2018-06-29","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/269763","Financial Evaluated"
"GEM/2018/B/38349",270001,"","GEM/2018/B/38349","pH Meter",1,"RAJASTHAN","2018-06-29","2018-07-04","https://bidplus.gem.gov.in/showbidDocument/270001","Financial Evaluated"
"GEM/2018/B/38369",270148,"","GEM/2018/B/38369","crepe bandage",3700,"Health and Family Welfare Department Delhi","2018-06-29","2018-07-05","https://bidplus.gem.gov.in/showbidDocument/270148","Financial Evaluated"
"GEM/2018/B/38377",270204,"","GEM/2018/B/38377","Notebook Computers-laptop",2,"Department of Commerce","2018-06-29","2018-07-19","https://bidplus.gem.gov.in/showbidDocument/270204","Financial Evaluated"
"GEM/2018/B/38402",270379,"","GEM/2018/B/38402","padlock",100,"NA","2018-06-29","2018-07-09","https://bidplus.gem.gov.in/showbidDocument/270379","Financial Evaluated"
"GEM/2018/B/38411",270442,"","GEM/2018/B/38411","Air Conditioner",4,"Department of Revenue","2018-06-29","2018-07-13","https://bidplus.gem.gov.in/showbidDocument/270442","Financial Evaluated"
"GEM/2018/B/38434",270603,"","GEM/2018/B/38434","Notebook Computers-laptop",93,"Higher and Technical Education Department Maharashtra","2018-07-04","2018-07-16","https://bidplus.gem.gov.in/showbidDocument/270603","Financial Evaluated"
"GEM/2018/B/38439",270638,"","GEM/2018/B/38439","crepe bandage",3750,"Health and Family Welfare Department Delhi","2018-06-29","2018-07-05","https://bidplus.gem.gov.in/showbidDocument/270638","Financial Evaluated"
"GEM/2018/B/38499",271065,"","GEM/2018/B/38499","Printer",1,"Department of Telecommunications (DOT)","2018-06-29","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/271065","Financial Evaluated"
"GEM/2018/B/38530",271289,"","GEM/2018/B/38530","Scanning and Digitisation Service",18000000,"NA","2018-06-30","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/271289","Financial Evaluated"
"GEM/2018/B/38543",271380,"","GEM/2018/B/38543","Printer",12,"Department of Posts","2018-06-29","2018-07-08","https://bidplus.gem.gov.in/showbidDocument/271380","Financial Evaluated"
"GEM/2018/B/38561",271506,"","GEM/2018/B/38561","medical or surgical suction sets or kits",17,"NA","2018-06-29","2018-07-05","https://bidplus.gem.gov.in/showbidDocument/271506","Financial Evaluated"
"GEM/2018/B/38579",271632,"","GEM/2018/B/38579","revolving chair,revolving chair",2,"NA","2018-06-29","2018-07-02","https://bidplus.gem.gov.in/showbidDocument/271632","Financial Evaluated"
